type,date,bottom,top,lower,upper,median,mean,region,confidence
nowcast,2021-03-23,252,318,273,299,286,285.54,National,0.9925657417051069
nowcast,2021-03-24,263,329,283,308,295,295.13,National,0.9903267082528514
nowcast,2021-03-25,273,340,285,314,305,305.948,National,0.9874940168391048
nowcast,2021-03-26,274,352,299,331,317.5,318.164,National,0.98390880198932
nowcast,2021-03-27,283,365,311,344,331,331.308,National,0.9792975167715714
nowcast,2021-03-28,309,399,328,366,352,352.588,National,0.9734543690043261
nowcast,2021-03-29,324,413,352,387,372,373.42,National,0.9659461535104936
nowcast,2021-03-30,351,441,378,413,397,396.43,National,0.956417527548181
nowcast,2021-03-31,378,474,406,445,424,424.32,National,0.944312172969048
nowcast,2021-04-01,410,504,440,477,457,456.496,National,0.928912109911612
nowcast,2021-04-02,445,537,464,503,488.5,487.63,National,0.9092855172461608
nowcast,2021-04-03,471,561,502,536,520,518.446,National,0.8842159839548192
nowcast,2021-04-04,503,595,521,558,547,546.866,National,0.8521085721628622
nowcast,2021-04-05,530,617,552,584,571,571.738,National,0.810873221690912
nowcast,2021-04-06,544,637,570,605,594,595.41,National,0.7578064099290169
nowcast,2021-04-07,563,664,602,643,619,619.86,National,0.689553388106532
Observed by report date,2021-03-13,NA,NA,NA,NA,124,NA,National,1
Observed by report date,2021-03-14,NA,NA,NA,NA,105,NA,National,1
Observed by report date,2021-03-15,NA,NA,NA,NA,101,NA,National,1
Observed by report date,2021-03-16,NA,NA,NA,NA,138,NA,National,1
Observed by report date,2021-03-17,NA,NA,NA,NA,173,NA,National,1
Observed by report date,2021-03-18,NA,NA,NA,NA,114,NA,National,1
Observed by report date,2021-03-19,NA,NA,NA,NA,162,NA,National,1
Observed by report date,2021-03-20,NA,NA,NA,NA,209,NA,National,1
Observed by report date,2021-03-21,NA,NA,NA,NA,132,NA,National,1
Observed by report date,2021-03-22,NA,NA,NA,NA,66,NA,National,1
Observed by report date,2021-03-23,NA,NA,NA,NA,161,NA,National,1
Observed by report date,2021-03-24,NA,NA,NA,NA,196,NA,National,1
Observed by report date,2021-03-25,NA,NA,NA,NA,190,NA,National,1
Observed by report date,2021-03-26,NA,NA,NA,NA,194,NA,National,1
Observed by report date,2021-03-27,NA,NA,NA,NA,161,NA,National,1
Observed by report date,2021-03-28,NA,NA,NA,NA,384,NA,National,1
Observed by report date,2021-03-29,NA,NA,NA,NA,295,NA,National,1
Observed by report date,2021-03-30,NA,NA,NA,NA,164,NA,National,1
Observed by report date,2021-03-31,NA,NA,NA,NA,226,NA,National,1
Observed by report date,2021-04-01,NA,NA,NA,NA,272,NA,National,1
Observed by report date,2021-04-02,NA,NA,NA,NA,294,NA,National,1
Observed by report date,2021-04-03,NA,NA,NA,NA,310,NA,National,1
Observed by report date,2021-04-04,NA,NA,NA,NA,131,NA,National,1
Observed by report date,2021-04-05,NA,NA,NA,NA,165,NA,National,1
Observed by report date,2021-04-06,NA,NA,NA,NA,253,NA,National,1
Observed by report date,2021-04-07,NA,NA,NA,NA,348,NA,National,1
Observed by report date,2021-04-08,NA,NA,NA,NA,559,NA,National,1
Observed by report date,2021-04-09,NA,NA,NA,NA,514,NA,National,1
Observed by report date,2021-04-10,NA,NA,NA,NA,515,NA,National,1
Observed by report date,2021-04-11,NA,NA,NA,NA,478,NA,National,1
Observed by report date,2021-04-12,NA,NA,NA,NA,224,NA,National,1
Observed by report date,2021-04-13,NA,NA,NA,NA,583,NA,National,1
Observed by report date,2021-04-14,NA,NA,NA,NA,859,NA,National,1
Observed by report date,2021-04-15,NA,NA,NA,NA,832,NA,National,1
nowcast,2021-01-30,1,1,1,1,1,1,Sofia,1
nowcast,2021-01-31,0,0,0,0,0,0,Sofia,1
nowcast,2021-02-01,0,0,0,0,0,0,Sofia,1
nowcast,2021-02-02,0,0,0,0,0,0,Sofia,1
nowcast,2021-02-03,0,0,0,0,0,0,Sofia,1
nowcast,2021-02-04,0,1,0,0,0,0.3333333333333333,Sofia,1
nowcast,2021-02-05,0,1,0,0,0,0.25,Sofia,1
nowcast,2021-02-06,0,1,0,0,0,0.4,Sofia,1
nowcast,2021-02-07,0,1,0,0,0,0.2857142857142857,Sofia,1
nowcast,2021-02-08,0,1,0,0,0,0.3333333333333333,Sofia,1
nowcast,2021-02-09,0,1,0,0,0,0.35714285714285715,Sofia,1
nowcast,2021-02-10,0,1,0,0,0,0.23529411764705882,Sofia,1
nowcast,2021-02-11,0,1,0,0,0,0.1111111111111111,Sofia,1
nowcast,2021-02-12,0,1,0,0,0,0.391304347826087,Sofia,1
nowcast,2021-02-13,0,1,0,0,0,0.2962962962962963,Sofia,1
nowcast,2021-02-14,0,1,0,0,0,0.2571428571428571,Sofia,1
nowcast,2021-02-15,0,1,0,0,0,0.36538461538461536,Sofia,1
nowcast,2021-02-16,0,1,0,0,0,0.3076923076923077,Sofia,1
nowcast,2021-02-17,0,1,0,0,0,0.39285714285714285,Sofia,1
nowcast,2021-02-18,0,1,0,0,0,0.38181818181818183,Sofia,1
nowcast,2021-02-19,0,1,0,0,0,0.4,Sofia,1
nowcast,2021-02-20,0,1,0,0,0,0.3254437869822485,Sofia,1
nowcast,2021-02-21,0,1,0,0,0,0.4292682926829268,Sofia,1
nowcast,2021-02-22,0,1,0,0,0,0.4541832669322709,Sofia,1
nowcast,2021-02-23,0,1,0,0,0,0.5117056856187291,Sofia,1
nowcast,2021-02-24,0,1,0,0,0,0.4147058823529412,Sofia,1
nowcast,2021-02-25,0,1,0,0,0,0.5721925133689839,Sofia,1
nowcast,2021-02-26,0,1,0,0,0,0.554726368159204,Sofia,1
nowcast,2021-02-27,0,2,0,1,1,0.7345537757437071,Sofia,1
nowcast,2021-02-28,0,2,0,1,1,0.8583877995642701,Sofia,1
nowcast,2021-03-01,0,2,0,1,1,1.0666666666666667,Sofia,1
nowcast,2021-03-02,0,3,0,1,1,1.2016460905349795,Sofia,1
nowcast,2021-03-03,0,3,0,1,1,1.4808080808080808,Sofia,1
nowcast,2021-03-04,0,3,0,1,1,1.6773547094188377,Sofia,1
nowcast,2021-03-05,0,4,1,2,2,2.1122244488977957,Sofia,1
nowcast,2021-03-06,0,4,0,2,2,2.37,Sofia,0.9999984946367978
nowcast,2021-03-07,0,5,1,3,3,2.782,Sofia,0.9999821935625669
nowcast,2021-03-08,1,6,1,3,3,3.256,Sofia,0.999944526408258
nowcast,2021-03-09,1,6,2,4,4,3.648,Sofia,0.9998966963036309
nowcast,2021-03-10,1,7,2,4,4,4.068,Sofia,0.9998368965058542
nowcast,2021-03-11,1,7,2,4,4,4.24,Sofia,0.9997591478050057
nowcast,2021-03-12,2,8,3,5,4,4.45,Sofia,0.9996290786044224
nowcast,2021-03-13,0,7,3,5,4,4.61,Sofia,0.9994565385744727
nowcast,2021-03-14,1,8,2,5,4.5,4.652,Sofia,0.9992395115059818
nowcast,2021-03-15,1,7,3,5,4.5,4.6,Sofia,0.998957402212013
nowcast,2021-03-16,1,8,3,5,4,4.722,Sofia,0.9985662534663295
nowcast,2021-03-17,2,8,3,5,5,4.652,Sofia,0.9980576766963
nowcast,2021-03-18,2,8,4,6,5,4.902,Sofia,0.9974173582010446
nowcast,2021-03-19,2,8,4,6,5,5.292,Sofia,0.9966097365614754
nowcast,2021-03-20,2,9,3,6,5,5.47,Sofia,0.9955522246374667
nowcast,2021-03-21,2,9,3,6,6,5.754,Sofia,0.9941629002184996
nowcast,2021-03-22,2,9,3,6,6,5.994,Sofia,0.9923685130365307
nowcast,2021-03-23,2,9,3,6,6,5.932,Sofia,0.9900803360208559
nowcast,2021-03-24,1,9,3,6,6,6.094,Sofia,0.9871623552989213
nowcast,2021-03-25,3,10,3,6,6,6.234,Sofia,0.9834716389645557
nowcast,2021-03-26,2,10,4,7,6,6.632,Sofia,0.9787558503388873
nowcast,2021-03-27,3,11,4,7,7,7.198,Sofia,0.9727526419815278
nowcast,2021-03-28,2,11,5,8,8,7.718,Sofia,0.9650744142520221
nowcast,2021-03-29,4,13,6,9,8,8.452,Sofia,0.95533492625915
nowcast,2021-03-30,4,14,6,10,9,9.25,Sofia,0.9429681413461555
nowcast,2021-03-31,3,14,6,10,9,9.762,Sofia,0.9272441235558521
nowcast,2021-04-01,4,15,8,12,11,10.488,Sofia,0.90721652234799
nowcast,2021-04-02,7,19,9,13,12,11.822,Sofia,0.8816518227996019
nowcast,2021-04-03,6,19,10,15,13,13.304,Sofia,0.848936558120287
nowcast,2021-04-04,8,22,12,17,15,15.664,Sofia,0.8069651577012258
nowcast,2021-04-05,9,26,14,19,18,18.248,Sofia,0.7530344879446991
nowcast,2021-04-06,11,30,16,23,21,21.284,Sofia,0.6838380945217363
nowcast,2021-04-07,13,36,17,26,24,25.228,Sofia,0.5958163420922488
Observed by report date,2021-03-16,NA,NA,NA,NA,10,NA,Sofia,1
Observed by report date,2021-03-17,NA,NA,NA,NA,2,NA,Sofia,1
Observed by report date,2021-03-18,NA,NA,NA,NA,1,NA,Sofia,1
Observed by report date,2021-03-19,NA,NA,NA,NA,10,NA,Sofia,1
Observed by report date,2021-03-20,NA,NA,NA,NA,11,NA,Sofia,1
Observed by report date,2021-03-21,NA,NA,NA,NA,1,NA,Sofia,1
Observed by report date,2021-03-22,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-03-23,NA,NA,NA,NA,3,NA,Sofia,1
Observed by report date,2021-03-24,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-03-25,NA,NA,NA,NA,1,NA,Sofia,1
Observed by report date,2021-03-26,NA,NA,NA,NA,12,NA,Sofia,1
Observed by report date,2021-03-27,NA,NA,NA,NA,4,NA,Sofia,1
Observed by report date,2021-03-28,NA,NA,NA,NA,17,NA,Sofia,1
Observed by report date,2021-03-29,NA,NA,NA,NA,1,NA,Sofia,1
Observed by report date,2021-03-30,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-03-31,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-01,NA,NA,NA,NA,1,NA,Sofia,1
Observed by report date,2021-04-02,NA,NA,NA,NA,5,NA,Sofia,1
Observed by report date,2021-04-03,NA,NA,NA,NA,25,NA,Sofia,1
Observed by report date,2021-04-04,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-05,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-06,NA,NA,NA,NA,16,NA,Sofia,1
Observed by report date,2021-04-07,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-08,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-09,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-10,NA,NA,NA,NA,9,NA,Sofia,1
Observed by report date,2021-04-11,NA,NA,NA,NA,19,NA,Sofia,1
Observed by report date,2021-04-12,NA,NA,NA,NA,0,NA,Sofia,1
Observed by report date,2021-04-13,NA,NA,NA,NA,3,NA,Sofia,1
Observed by report date,2021-04-14,NA,NA,NA,NA,65,NA,Sofia,1
Observed by report date,2021-04-15,NA,NA,NA,NA,1,NA,Sofia,1
